mass_kg,grade_deg,steady_force_N,wheel_output_torque_Nm,minimum_uniform_mu,wheel_output_torque_Nm_at_accel_0p1
35.0,11.0,85.70749206679852,2.9997622223379485,0.2543803091377185,3.1222622223379486
35.0,11.25,87.15964546112053,3.050587591139219,0.258912367379658,3.173087591139219
35.0,11.5,88.61013946143093,3.101354881150083,0.26345229942369935,3.223854881150083
35.0,11.75,90.05894645241474,3.152063125834516,0.2680002991315442,3.2745631258345163
35.0,12.0,91.50603885087526,3.2027113597806345,0.2725565616700221,3.325211359780634
35.0,12.25,92.95138910625914,3.2532986187190702,0.27712128354619614,3.3757986187190707
35.0,12.5,94.39496970118104,3.3038239395413367,0.28169466264293985,3.4263239395413367
35.0,12.75,95.83675315194724,3.3542863603181536,0.2862768982550008,3.4767863603181537
35.0,13.0,97.27671200907909,3.4046849203177687,0.2908681911255631,3.527184920317769
35.0,13.25,98.71481885783567,3.4550186600242485,0.29546874348332675,3.5775186600242486
35.0,13.5,100.15104631873555,3.5052866211557445,0.30007875908011605,3.6277866211557446
35.0,13.75,101.58536704807815,3.5554878466827358,0.3046984432290344,3.677987846682736
35.0,14.0,103.01775373846431,3.605621380846251,0.3093280028431807,3.728121380846251
35.0,14.25,104.44817911931617,3.655686269176066,0.3139676464749437,3.778186269176066
35.0,14.5,105.87661595739641,3.705681558508875,0.31861758435589027,3.8281815585088745
35.0,14.75,107.30303705732668,3.755606297006434,0.3232780284372659,3.878106297006434
35.0,15.0,108.72741526210537,3.8054595341736883,0.3279491924311227,3.927959534173689
35.0,15.25,110.14972345362467,3.855240320876864,0.33263129185209495,3.977740320876864
35.0,15.5,111.56993455318683,3.9049477093615392,0.33732454405983847,4.02744770936154
35.0,15.75,112.98802152201971,3.9545807532706903,0.3420291683021531,4.07708075327069
35.0,16.0,114.4039573617915,4.004138507662703,0.3467453857588079,4.126638507662704
35.0,16.25,115.81771511512491,4.053620029029372,0.3514734195860876,4.176120029029373
35.0,16.5,117.22926786611013,4.103024375313855,0.35621349496208027,4.225524375313855
35.0,16.75,118.63858874081757,4.152350605928615,0.3609658391327281,4.2748506059286155
35.0,17.0,120.0456509078092,4.201597781773322,0.3657306814586604,4.324097781773323
35.0,17.25,121.45042757864964,4.2507649652527375,0.370508253462831,4.373264965252738
35.0,17.5,122.852892008416,4.299851220294561,0.3752987888789835,4.42235122029456
35.0,17.75,124.25301749620715,4.348855612367251,0.3801025237009637,4.471355612367251
35.0,18.0,125.65077738565205,4.397777208497822,0.3849196962329063,4.520277208497822
35.0,18.25,127.0461450654172,4.446615077289603,0.38975054714031665,4.569115077289603
35.0,18.5,128.4390939697134,4.49536828893997,0.39459531950207316,4.61786828893997
35.0,18.75,129.8295975788014,4.54403591525805,0.3994542588633758,4.6665359152580494
35.0,19.0,131.21762941949683,4.59261702968239,0.40432761328966527,4.715117029682389
35.0,19.25,132.60316306567424,4.641110707298599,0.40921563342153994,4.763610707298599
35.0,19.5,133.9861721387702,4.689516024856958,0.414118572530698,4.812016024856957
35.0,19.75,135.36663030828555,4.737832060789994,0.4190366865769316,4.860332060789995
35.0,20.0,136.7445112922867,4.7860578952300346,0.42397023426620234,4.908557895230033
35.0,20.25,138.11978885790572,4.834192610026701,0.4289194771098271,4.9566926100267015
35.0,20.5,139.49243682184036,4.882235288764413,0.4338846794848047,5.0047352887644125
35.0,20.75,140.8624290508519,4.9301850167798165,0.43886610869531406,5.052685016779817
35.0,21.0,142.2297394622631,4.978040881179209,0.44386403503541577,5.100540881179209
35.0,21.25,143.5943420244547,5.025801970855915,0.44887873185298965,5.148301970855914
35.0,21.5,144.95621075736096,5.073467376507634,0.4539104756149424,5.195967376507634
35.0,21.75,146.3153197329643,5.121036190653751,0.45895954597371935,5.24353619065375
35.0,22.0,147.67164307578886,5.168507507652611,0.4640262258351568,5.291007507652611
35.0,22.25,149.0251549633934,5.215880423718769,0.4691108014277097,5.338380423718769
35.0,22.5,150.37582962686255,5.26315403694019,0.47421356237309503,5.38565403694019
35.0,22.75,151.7236413512977,5.310327447295419,0.47933480175838683,5.43282744729542
35.0,23.0,153.06856447630645,5.357399756670726,0.48447481620960475,5.479899756670725
35.0,23.25,154.41057339649115,5.40437006887719,0.48963390596683604,5.526870068877191
35.0,23.5,155.74964256193644,5.4512374896677755,0.4948123749609336,5.573737489667775
35.0,23.75,157.08574647869563,5.498001126754348,0.5000105308918334,5.6205011267543465
35.0,24.0,158.41885970927606,5.544660089824663,0.5052286853085362,5.6671600898246615
35.0,24.25,159.7489568731235,5.591213490559323,0.5104671536907989,5.713713490559322
35.0,24.5,161.07601264710527,5.637660442648685,0.5157262555325847,5.760160442648685
35.0,24.75,162.4000017659923,5.684000061809731,0.5210063144273182,5.80650006180973
35.0,25.0,163.72089902294027,5.73023146580291,0.5263076581549986,5.85273146580291
35.0,25.25,165.03867926996944,5.776353774448931,0.5316306187712211,5.89885377444893
35.0,25.5,166.35331741844342,5.822366109645521,0.5369755326981602,5.9448661096455195
35.0,25.75,167.66478843954692,5.868267595384143,0.5423427408175705,5.990767595384143
35.0,26.0,168.97306736476213,5.9140573577666755,0.5477325885658615,6.036557357766674
35.0,26.25,170.27812928634415,5.959734525022046,0.5531454260313041,6.082234525022045
35.0,26.5,171.57994935779516,6.0052982275228315,0.5585816080534314,6.12779822752283
35.0,26.75,172.87850279433758,6.0507475978018155,0.564041494324693,6.173247597801816
35.0,27.0,174.17376487338584,6.096081770568505,0.5695254494944288,6.218581770568504
35.0,27.25,175.46571093501692,6.141299882725592,0.5750338432752289,6.263799882725593
35.0,27.5,176.75431638244024,6.186401073385409,0.5805670505517462,6.308901073385408
35.0,27.75,178.03955668246545,6.231384483886291,0.586125451492034,6.353884483886291
35.0,28.0,179.32140736596995,6.276249257808948,0.5917094316614788,6.398749257808948
35.0,28.25,180.59984402836443,6.320994540992755,0.5973193821394065,6.443494540992755
35.0,28.5,181.87484233005767,6.365619481552019,0.6029556996384369,6.488119481552018
35.0,28.75,183.1463779969199,6.410123229892197,0.6086187866266675,6.532623229892198
35.0,29.0,184.41442682074492,6.454504938726073,0.6143090514527689,6.577004938726072
35.0,29.25,185.67896465971089,6.498763763089881,0.6200269084740768,6.621263763089881
35.0,29.5,186.93996743884026,6.54289886035941,0.6257727781877702,6.665398860359408
35.0,29.75,188.1974111504577,6.58690939026602,0.6315470873652222,6.7094093902660195
35.0,30.0,189.45127185464756,6.630794514912665,0.6373502691896258,6.753294514912665
35.0,30.25,190.70152567970948,6.674553398789833,0.6431827633969807,6.797053398789832
35.0,30.5,191.94814882261275,6.718185208791447,0.649045016420551,6.840685208791447
35.0,30.75,193.19111754944979,6.761689114230743,0.6549374815388933,6.884189114230743
35.0,31.0,194.43040819588768,6.805064286856069,0.6608606190275603,6.927564286856068
35.0,31.25,195.66599716761888,6.848309900866662,0.6668148963145961,6.97080990086666
35.0,31.5,196.8978609408105,6.891425132928368,0.672800788139932,7.013925132928367
35.0,31.75,198.125976062552,6.934409162189321,0.6788187767188065,7.05690916218932
35.0,32.0,199.35031915130165,6.9772611702955585,0.6848693519093274,7.099761170295557
35.0,32.25,200.57086689733197,7.01998034140662,0.6909530113843061,7.1424803414066185
35.0,32.5,201.78759606317323,7.062565862211064,0.6970702608074932,7.185065862211063
35.0,32.75,203.00048348405608,7.105016921941964,0.7032216140143517,7.227516921941963
35.0,33.0,204.2095060683522,7.147332712392328,0.7094075931975106,7.269832712392327
35.0,33.25,205.4146407980145,7.189512427930508,0.7156287290970378,7.312012427930507
35.0,33.5,206.61586472901482,7.231555265515519,0.7218855611956916,7.35405526551552
35.0,33.75,207.81315499178103,7.2734604247123364,0.7281786379192989,7.395960424712337
35.0,34.0,209.00648879163245,7.315227107707137,0.7345085168424266,7.437727107707136
35.0,34.25,210.1958434092136,7.356854519322477,0.7408757648995099,7.479354519322476
35.0,34.5,211.38119620092706,7.398341867032448,0.7472809586016131,7.520841867032448
35.0,34.75,212.56252459936434,7.439688360977753,0.7537246842590017,7.5621883609777525
35.0,35.0,213.73980611373543,7.480893213980741,0.7602075382097098,7.603393213980739
