turn_radius_m,body_speed_m_s,wheel,steering_deg,rolling_speed_m_s,wheel_rpm
2.8,0.25,FR,7.916248921150783,0.2943226208870401,20.075528561971865
2.8,0.25,RL,-11.00288407626737,0.21238631788078813,14.486713858206011
2.8,0.25,RR,-7.916248921150783,0.2943226208870401,20.075528561971865
2.825,0.25,FL,10.889128863832877,0.21267893241947983,14.506672879743157
2.825,0.25,FR,7.856849132688545,0.2939094601624211,20.04734717413706
2.825,0.25,RL,-10.889128863832877,0.21267893241947983,14.506672879743157
2.825,0.25,RR,-7.856849132688545,0.2939094601624211,20.04734717413706
2.85,0.25,FL,10.777674205676567,0.2129672275546439,14.526337277956316
2.85,0.25,FR,7.7983286502557085,0.2935038563571559,20.01968123818927
2.85,0.25,RL,-10.777674205676567,0.2129672275546439,14.526337277956316
2.85,0.25,RR,-7.7983286502557085,0.2935038563571559,20.01968123818927
2.875,0.25,FL,10.668451830246939,0.21325129172305168,14.54571308505234
2.875,0.25,FR,7.7406682119438,0.2931056055933522,19.992516847768066
2.875,0.25,RL,-10.668451830246939,0.21325129172305168,14.54571308505234
2.875,0.25,RR,-7.7406682119438,0.2931056055933522,19.992516847768066
2.9,0.25,FL,10.561396108692213,0.21353121125666197,14.564806189670364
2.9,0.25,FR,7.683849110906623,0.2927145112174812,19.965840589281505
2.9,0.25,RL,-10.561396108692213,0.21353121125666197,14.564806189670364
